569522923029041153,positive,0.6496,@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.
569522307657388032,neutral,1.0,@SouthwestAir need to Cancelled Flight a few more can you please check DM
569521838625312769,negative,1.0,"@SouthwestAir @AARP @JimCramer 75yo mom says, ""Hire more staff to accommodate your audience"" You could learn lots from her. She's off to FL"
569520929128251392,positive,1.0,"@SouthwestAir Although the wait was long due to weather r/scheduling, a phone call and super rep solved the issue! Thank you!!"
569518412550033408,neutral,1.0,@SouthwestAir when are you starting routes to #Hawaii and #Canada?
569517721764786176,neutral,0.6632,@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!
569516377524076544,negative,1.0,@SouthwestAir I was never able to talk so someone so had to buy another new ticket. Will be calling shortly for refund.
569515731022454784,negative,1.0,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep
569514047554453504,positive,1.0,@SouthwestAir @AmericanAir y'all are better then @united
569510774957170690,negative,1.0,"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?"
569508707178057728,positive,0.6566,@SouthwestAir Make the world a better place: Visit an elderly relative.
569508595181731841,neutral,1.0,@SouthwestAir What is the best credit card to use/open to get miles with y'all?
569508406551322624,negative,0.6631,@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx
569507649940799489,negative,1.0,@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded
569506823818117121,negative,1.0,@SouthwestAir plane switch on 636 meant A= back of plane #disappointed
569506563628642304,negative,1.0,@SouthwestAir you have let me down! #oversold #earlybirdmeansnothing
569504763957653504,negative,1.0,@SouthwestAir while you clearly didn't care about our troubles yday thought I'd share bags took &gt;90min and came back absolutely drenched..
569503512968572928,neutral,0.6842,@SouthwestAir can you follow for quick DM?
569502963317649408,neutral,1.0,@SouthwestAir can you help
569502753694691328,negative,1.0,@SouthwestAir looks like you are up and running for the day. Still can't get through on the phone. Can you follow so I can dm you my info
569502188562546688,negative,1.0,"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?"""
569499788934291456,negative,1.0,@SouthwestAir I start a new job tomorrow &amp; you Cancelled Flight my flight (1629 BWI-LAX) and you really can't get me on another flight today ?!
569496793668591617,negative,1.0,@SouthwestAir no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?
569495653526724608,neutral,0.6632,@SouthwestAir CEO using #Vegas band to help ‘connect’ to people. http://t.co/89gKYuf1Qh  #aviation #business #marketing #consumermarketing
569495331399995392,neutral,1.0,@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am
569494878968811520,neutral,1.0,@SouthwestAir you have open seats on flight 4001 pvd to MCO @ 1215pm today?
569493077368422400,negative,1.0,@SouthwestAir you cx'ed almost the entire east coast flights All other planes are taking off any traveling fine I need to get to Nev ASAP
569491425110466560,negative,1.0,@SouthwestAir 2 hours on hold for customer service never us SW again
569491061543796737,positive,1.0,@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!
569489752732274688,neutral,1.0,@SouthwestAir my sister&amp;brother in law need to get to Florida desperately flying w/ @USAirways is there anything you can do?
569488587135295488,positive,1.0,@SouthwestAir I've DM'd you. Thanks!
569487788753555456,positive,1.0,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ"
569487121897033728,neutral,0.6563,"@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?"
569485882941509632,neutral,0.6739,@SouthwestAir Can you give me info on Flt 681 out of BDL? I see it's Cancelled Flightled.
569483821080453121,negative,1.0,@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help
569483642931691520,negative,0.6843,@SouthwestAir do you ever reinstate Cancelled Flighted flights?
569482685061554176,positive,1.0,@SouthwestAir great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.
569482497496473600,negative,1.0,@SouthwestAir I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent
569453233044885504,negative,1.0,@SouthwestAir #flight #Cancelled Flightled...tried to get refund but on hold. Can I get it after my flight would have departed?
569451572792406016,positive,0.6842,@SouthwestAir Offers Atlanta Unprecedented Perk http://t.co/nustgpElSf http://t.co/Be0B4K1Xbt
569408185125052416,negative,1.0,@SouthwestAir want to pick up a customer from @SpiritAirlines sign me up 🙌😏
569397984519016448,negative,1.0,@SouthwestAir  Cancelled Flighted Sunday 9:50AM flight to Dallas..next flight out is Tuesday afternoon. Stranded. #BS #GetMeOuttaHere #SouthwestSucks
569393239700013056,neutral,0.6774,@SouthwestAir what does a woman got to do to get a chance of a lifetime? 😖 #DestinationDragons #imaginedragons #slaycancerwithdragons
569384007550394369,negative,1.0,"@SouthwestAir I use to #LUV swa but after an hour and counting on hold, for a flight they Cancelled Flighted on me? #noluv"
569377543687700480,negative,1.0,"@SouthwestAir ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua"
569374522157207552,negative,0.6515,"@SouthwestAir ""...you in the 10 hrs we were hanging out there? Oh, no I understand things get crazy n sometimes 10 hours isn't long enough."""
569374298168791040,positive,1.0,@SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw!
569373258010660864,negative,1.0,@SouthwestAir want to explain why I was on hold for 2+ hrs tonight trying to reach customer service only to learn they're only there Mon-Fr?
569372947720179714,negative,1.0,@SouthwestAir Cancelled Flightled flights and asshole phone support. #worstairline
569372333267394560,negative,0.6869,@SouthwestAir flight Cancelled Flightled out of BWI to PBI. Can't get out until Monday. What are the chances the seats open up for a flight on 2/22?
569369185559699456,negative,1.0,@SouthwestAir been on hold for 1.5 hrs. What's up?
569366218429337600,neutral,1.0,@SouthwestAir flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!
569365709500710912,negative,1.0,@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!
569364328857640961,negative,1.0,@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL
569362928710914049,neutral,1.0,"@SouthwestAir better travel photos: My Kindle e-book Easy Tips guide http://t.co/7dM2J8H97M: http://t.co/xeDeckGMW5 http://t.co/frGhglMkqF"
569361107745263617,negative,1.0,@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help
569360777926217728,negative,1.0,"@SouthwestAir that's gotta be a new record: 4 hrs in the air, 11 hrs waiting and 0 bags delivered to destination."
569359647699812353,positive,1.0,@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!
569358701317869571,negative,1.0,@SouthwestAir yall have me sleeping in the airport until 4pm tomorrow! thanks
569358646892748801,negative,1.0,@southwestair I've been on hold for 2 hours to reschedule my Cancelled Flightled flight for the morning. What gives? I need help NOW
569358476402499584,negative,1.0,@SouthwestAir #fail  southwest changes my flight to a different time and city and blames it on me. They won't correct it. #furious
569358458404802561,positive,1.0,@SouthwestAir Southwest Airline is THE way to go!
569358195862462464,negative,1.0,@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!
569357168765501440,negative,1.0,"@SouthwestAir Flight Cancelled Flighted, two hours on hold. Then it just hangs up! A little help here? -thx"
569357127040540673,negative,1.0,@SouthwestAir I was on hold for over 2 hours and my call got disconnected. Thanks a lot.
569356085359996929,negative,1.0,@SouthwestAir everything OK? This is my 3rd call for the day and this time I've been on hold for 1.5 hrs. I'll hang up and try again.
569355826248474624,negative,0.6484,@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.
569355332113309696,negative,1.0,"@SouthwestAir Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you."
569355179717369857,negative,1.0,@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated
569351618522705920,positive,1.0,@SouthwestAir thanks for getting me home from Denver tonight despite the snow!
569350730034728960,negative,1.0,@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?
569348678911021056,negative,1.0,"@SouthwestAir - wow! 100 minutes on hold, so far. Now phone is dying..."
569347934866636800,neutral,1.0,@SouthwestAir are you hiring for flight attendants right now
569347549858934784,positive,1.0,@SouthwestAir never lets me down!!!
569347252550017026,negative,1.0,@SouthwestAir on hold now for 1 Hour 25 mins Whats the holdup
569347125575725057,negative,1.0,@SouthwestAir been waiting for 70 minutes on hold because yall Cancelled Flightled my return flight. Answer the phone!!!
569347122992185344,positive,1.0,@SouthwestAir DeLacy P is a compassionate professional! Despite the flight challenges she made passengers feel like priorities!!🌟🌟
569346451526041600,positive,1.0,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!
569345829653254145,negative,1.0,"@SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight?  Called 1800IFlySWA, long long waits..."
569344036256903168,negative,1.0,@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help
569343579899822081,neutral,1.0,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️
569342909205647360,negative,1.0,"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight"
569342650068934657,negative,1.0,"@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again."
569342608813793280,negative,1.0,@SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight. Do you have anyone working???
569341791482220545,positive,1.0,"@SouthwestAir Thanks for helping out! Class act, all the way... see you in the air!"
569340341956038657,negative,1.0,"@SouthwestAir flight to BOS Cancelled Flightled, no flights till TUESDAY, spent $1000 to get a flight through another airline + $170 for hotel. Refund"
569338800452669440,negative,1.0,"@SouthwestAir Flight was Cancelled Flighted, I've been on hold for 50 minutes with no human interaction. I wanna get away."
569337520573390849,negative,1.0,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!
569336975750094848,negative,1.0,@SouthwestAir On hold for 45 minutes trying to rebook a Cancelled Flightled flight with a companion ticket. Help?
569336871853170688,negative,1.0,@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous
569336246474022912,neutral,1.0,@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p
569335624056090624,negative,1.0,"@SouthwestAir you have the worst service, you Cancelled Flightled all your flights FLL to PHL all @USAirways flights flew. Stuck in FL 3 days. #done"
569334635227820032,negative,0.648,@SouthwestAir my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you?
569334621252526080,negative,1.0,@SouthwestAir your phone lines suck. I have a dilemma.
569333637382053889,negative,1.0,@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.
569333553705693184,negative,0.6461,@SouthwestAir i sure hope you are able to get my bag to Memphis for tomorrow.would be nice to have some clean clothes for work.
569332773326090240,negative,1.0,"@SouthwestAir You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it"
569332471193595904,negative,1.0,@SouthwestAir  no such thing as a free flight. Gonna be spending $100 on board rental bc #swa couldn't get my baggage to greenville w me.
569332442194178049,negative,1.0,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways
569332152065593345,positive,1.0,@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!
569330414193483776,positive,0.6753,@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING! He needs a raise 👍 Had the best experience with him
569329014826864640,negative,1.0,@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?
569324719993827329,negative,0.6966,@SouthwestAir you have no baggage tracking system?
569324035835711489,positive,0.6972,@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF
569323555365752833,negative,1.0,@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.
569321988591906818,negative,1.0,"@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!"
569320844503228416,negative,1.0,@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme
569318991224803328,neutral,1.0,@SouthwestAir I am just wondering when are you going to open up fares for November?
569318905476476928,neutral,1.0,@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.
569318043702177793,negative,0.6552,@SouthwestAir crazy how every airline flew out to the northeast tonight except you
569317747101982720,negative,1.0,"@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail"
569316487447621632,positive,1.0,@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise
569316220551372800,negative,0.6725,@SouthwestAir I'm flying in a couple of weeks and I need my ticket changed from my maiden name to my married name. Pls help!
569314535103983617,negative,1.0,@SouthwestAir 9 hours at this airport and you can't move a bag from one plane to another! #furious
569313760864632832,neutral,0.6459,@SouthwestAir How do I retroactively add previous flights/miles/points to current rapid rewards balance?
569313734566547456,neutral,1.0,@SouthwestAir sending now via dm
569312734896136193,positive,0.6679999999999999,@SouthwestAir Thanks for making good on @PoteetTJ 's Cancelled Flightled flight.
569312688272052224,positive,0.6526,@SouthwestAir just sent another 4 drink coupons....I think I have over 30 coupons now. free drinks anyone?
569311935835062272,neutral,1.0,@SouthwestAir quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?
569311644934807552,negative,0.6939,@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz
569311482950897665,negative,1.0,@SouthwestAir bags fly free..just not to where you're going.
569310885191286784,negative,1.0,@SouthwestAir 2 hrs to put a tag on my bag sayin it should go to greenville instead of Raleigh?! ARE YOU KIDDING ME?!
569310448300003328,negative,1.0,"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited"
569309777567875075,positive,1.0,@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA
569308881438052352,negative,0.6695,@SouthwestAir Am I flying on Spirit air?
569308552671707136,negative,1.0,"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable."
569306524155310080,positive,0.6768,"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh."
569305311007399936,negative,1.0,@SouthwestAir baggage claim has already changed 2x...most recent had 3 bags come out and then stop...claim team has no idea what's going on
569304845091524608,neutral,0.6738,@SouthwestAir Just sent DM with confirmation number and passenger name on SWA 3104 MCO-&gt;CMH
569304533140185088,negative,1.0,@SouthwestAir Flight 3336 - why do multiple tracking sites have more up to date info than SWA's app and website?
569302780013355008,negative,1.0,@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.
569301668904329216,negative,1.0,@SouthwestAir you are the worst airline. Congrats!!
569301386262745089,neutral,1.0,"@SouthwestAir Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon"
569301244948324353,positive,0.6622,@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!
569296792426295297,negative,1.0,@SouthwestAir now our pilots timed out...#getmeoutofhere
569296707982221312,positive,1.0,@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ
569293537864499200,negative,1.0,@SouthwestAir my rating for Southwest -9 on s scale of 1 to 10
569293499968950272,negative,1.0,@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP
569292859909672960,positive,0.6519,@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!
569292280000962561,negative,1.0,@southwestair please help us check in... i never expected you to make travel painful... just like the rest all of a sudden...#intlcheckin#
569292068981510144,negative,1.0,@SouthwestAir can't fly in precipitation and @Delta has planes that don't work after 5. 3rd airline had better be a charm tomorrow.
569291509305970688,negative,1.0,"@SouthwestAir went to front restroom on plane, on sink sign that said no water, use hand sanitizer. First time I've ever seen that. GROSS!"
569288530419175424,negative,1.0,@SouthwestAir wifi on my plane but I gotta pay for it? Help your broke homegirl out✈️📱
569288268530917376,negative,1.0,@SouthwestAir yep after two hours and thirty minutes
569288008144330752,negative,1.0,@SouthwestAir hey... Why don't you add the intl number to your error when checking in. Going on 6 hrs looking for a way to checkin. #cancun
569286897404669953,negative,1.0,.@SouthwestAir  I finally hung up after 2 hours and was not able to get the flight I needed. #stuckintampa 😞
569285269981167616,negative,1.0,@SouthwestAir My wife needs help. She is stranded in Chicago and can't get out until Monday. They won't find her bag because volume too high
569285184605986816,negative,1.0,@SouthwestAir I was on hold for two hours and finally hung up. I was able to do what I needed to without customer service eventually.
569282844155125761,negative,1.0,@SouthwestAir I'm here @ChicagoMidway airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer
569282410170314753,negative,1.0,@SouthwestAir how you gonna Cancelled Flight my flight but run flights at the exact same time? Cmon fam
569282355904548864,negative,1.0,@SouthwestAir Thank you ^AH. Still wish someone picked up the phone - 3hrs- dead phone. Taking your tweet as a refund confirmation.
569279532261203968,neutral,1.0,@SouthwestAir The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/c9p2ioSphM
569277813280415744,negative,1.0,@SouthwestAir had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment.
569277512892551168,positive,1.0,@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.
569276864260255745,negative,1.0,@SouthwestAir please refund my ticket. What a terrible experience. #southwestfail
569276734798893056,positive,0.6813,"@SouthwestAir three cheers to your Denver staff. Don't know if we will get out but they're keeping us smiling. http://t.co/RX8z53M7yy"
569276042491211777,negative,1.0,@SouthwestAir Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call
569275249725870080,negative,1.0,@SouthwestAir lost bag on flight to Vegas. Now to El Paso. Going to Dallas love. Gate attendant said see if can coordinate to get it to Love
569274600196075520,negative,1.0,@SouthwestAir breaking my heart at BWI 9 hrs @business
569273769652576256,negative,1.0,"@SouthwestAir Officially a customer support game of wills... 2hr30 on hold... Who's the loser here? Oh yeah, that's me."
569273733334077440,negative,1.0,"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?"
569273409252827137,negative,1.0,@SouthwestAir 3 + hrs w/out bags being returned to us after flight 2464 Cancelled Flightled. Maybe put a couple people on it?
569273375954243584,negative,1.0,@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(
569273230579478529,positive,1.0,@SouthwestAir Great #BlackHistoryMonth commercial! Thx! #ATL #singer #musician #life #BlackLivesMatter
569271529386745856,negative,1.0,@SouthwestAir well I'm not sure what there is you can do.  The bad experience had already been had
569269761240010752,neutral,1.0,"@SouthwestAir is now recruiting for Fall 15, Spring 16 Internships. 2/23/15, 5- 6pm @JindalCMC Davidson Auditorium(1.118) #JSOM #UTDallas"
569268243854192640,negative,1.0,@SouthwestAir There is no way that I am getting back on a plane with your airline. I will be calling to get a refund. As I drive 17 hrs home
569267194028298241,negative,1.0,"@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame"
569266206596734976,positive,1.0,@SouthwestAir replacing @vitaminwater with beer! Bravo!👏👏 Cheers! 🍻🍻 @Leinenkugels @DosEquis @FatTire
569264328186179584,negative,1.0,@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.
569264118219214848,negative,1.0,@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights
569263177784905729,positive,0.6421,@SouthwestAir i hope i can be apart of the team with this job opening!
569262517333196800,negative,0.7036,@SouthwestAir yes. Hung up and called a different number.
569262088008417280,negative,0.6989,@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.
569262065988308993,neutral,0.6721,@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro
569261068050141184,negative,0.6966,"@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk, Va. Trying to get to LGA in NYC. Ant updates? Thx"
569261053927919616,negative,1.0,@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.
569260462606569473,neutral,1.0,@SouthwestAir i like to see if i can change flight plz help thx
569260280687005697,negative,1.0,@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.
569259858882662401,negative,1.0,@SouthwestAir you Cancelled Flightled my flight to EWR. Flt 3076. U also Cancelled Flightled flights to LGA. Yet @united is flying on time to both. WTH??
569259645019275264,negative,1.0,@SouthwestAir why are you literally the worst?
569259613041897473,negative,0.6526,@SouthwestAir why can't i reschedule my flight online?
569259515398504449,negative,1.0,"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it"
569259404589191168,negative,1.0,@SouthwestAir please please please answer the phone. . .
569259333197930498,negative,1.0,@SouthwestAir did anyone come into work today? u should have all the pilots and flight attendants answer phones if no one is flying
569259238989688833,negative,1.0,@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair
569259056017178624,negative,1.0,"@SouthwestAir I always brag about ur service, but very disappointed today. Apparently I'll be sleeping on floor of Dallas airport tonight 👎"
569258359670644736,negative,1.0,@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown
569258009320419330,negative,1.0,"@SouthwestAir you are failing! Diverted, stuck and no communication! Make a decision and let us go!!!! 😞😡 flight #4229"
569257918815539200,negative,1.0,"@SouthwestAir I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?"
569257626715889664,positive,1.0,"@SouthwestAir I made it! Heading to Denver, and your employees really are as pleasant as I just told someone your application asks.  Thanks!"
569256107186782209,neutral,0.3754,@SouthwestAir but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes
569255845394952192,negative,0.6198,@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation.
569255493610442752,negative,1.0,@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint
569255280275369984,negative,1.0,@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?
569254331725139968,neutral,0.6733,"@SouthwestAir hey southwest! Can I see @Imaginedragons in Atlanta? My friend has never been there, loves them, and he is from Taiwan!"
569254020457635840,negative,1.0,@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.
569252529596297217,negative,1.0,@SouthwestAir officially on hold for 2 hours!
569251768770502656,negative,0.6906,@SouthwestAir not letting me DM. # is FSZ4YO
569250912784519168,negative,1.0,@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with
569250842894733312,negative,1.0,@SouthwestAir we were rebooked on the 5:05 out of MDW.  Some drink coupons could help!
569250176369471489,negative,1.0,"@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?! #LAS2BUF"
569250085516681216,neutral,1.0,"@SouthwestAir I know where that is! Alas I live far, far away now. #Books"
569248904866336768,negative,1.0,@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW.
569248702092541952,negative,1.0,@SouthwestAir could you add me to that list? Been on hold for an hour 15
569248055817404416,negative,1.0,@SouthwestAir My flight to KC has been Cancelled Flighted and the next available isn't till Tuesday?! What am I supposed to do for 3 nights?????
